"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","c_b_cys","ce_sha","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","ic_hof","ic_mul","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","pisck_sal","pmcv","prv","pspv","re_sal","reov","rlo","sav","sch","sgpx","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc_glnA"
"4466","2015-0033-118-F0719",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Quesnel Horsef","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",111,16,1.16990621,-2.931848954,"F","VIS","ECVI",50.0945,-124.7546333,"Mixed","NO","AvgCopy",14904834.71,NA,0,0,0,0,NA,12201.70178,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,61.18357381,40488815.18,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4467","2015-0033-118-F0720",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Quesnel Horsef","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",122,19,1.046343086,-2.980325891,"M","VIS","ECVI",50.0945,-124.7546333,"Mixed","NO","AvgCopy",9.994756974,NA,0,0,0,0,NA,1945.303379,118.6735849,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,168.5017701,NA,0,0,0,NA,0,0,142647.3267,0,9.768671387,0,0,NA,0,5.656540233,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4468","2015-0033-118-F0721",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",129,23,1.071417425,-2.970041295,"F","VIS","ECVI",50.0945,-124.7546333,"Mixed","NO","AvgCopy",3138342.439,NA,0,0,0,0,NA,589.6187198,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,49027.03795,NA,0,0,0,NA,0,0,3117077.287,0,29.17332647,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4469","2015-0033-118-F0722",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Upper Barrier","North Thompson","Thompson","Thompson","Thompson","Summer",120,23,1.331018519,-2.875815902,"M","VIS","ECVI",50.0945,-124.7546333,"Mixed","NO","AvgCopy",606.8456289,NA,0,0,0,0,NA,239373.9545,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0.230178914,0,NA,87.15138633,NA,0,0,0,NA,0,0,5101.871882,0,44.93803122,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4470","2015-0033-118-F0723",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Summer",111,16,1.16990621,-2.931848954,"M","VIS","ECVI",50.0945,-124.7546333,"Mixed","NO","AvgCopy",42229.29589,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,250.2448598,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4471","2015-0033-118-F0724",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",103,13,1.189684157,-2.924568322,"M","VIS","ECVI",50.0945,-124.7546333,"Mixed","NO","AvgCopy",2.7e-47,NA,0,0,3.145674006,0,NA,574.1565316,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,2.01499887,NA,0,0,0,NA,0,0,233241.7302,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4472","2015-0033-118-F0725",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",111,16,1.16990621,-2.931848954,"M","VIS","ECVI",50.0945,-124.7546333,"Mixed","NO","AvgCopy",1.13e+14,NA,0,0,0,0,NA,11484.70551,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,111844.4419,NA,0,0,0,NA,0,0,1327389.159,0,0.294972993,0,0,NA,0,400.630329,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4473","2015-0033-118-F0726",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Quesnel Horsef","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",122,18,0.991272397,-3.003806987,"F","VIS","ECVI",50.0945,-124.7546333,"Mixed","NO","AvgCopy",5.24e+81,NA,0,0,NA,0,NA,61.09302917,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,1113967.214,0,0,0,0,NA,0,1923.360576,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4474","2015-0033-118-F0727",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",120,20,1.157407407,-2.936513742,"M","VIS","ECVI",50.0945,-124.7546333,"Mixed","NO","AvgCopy",5e+99,NA,0,0,NA,0,NA,11624.51722,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,36156.60164,NA,0,0,0,NA,0,0,335578.431,0,0,0,0,NA,0,254.4195184,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4475","2015-0033-118-F0728",0,"SOG","SW",2015,"29-Jun-15",180,2477,"L Adams","L.Shuswap","Thompson","Thompson","Thompson","Summer",139,27,1.005354818,-2.997680637,"M","VIS","ECVI",50.04208333,-124.8801,"Mixed","NO","AvgCopy",3.86e-65,NA,0,0,0,0,NA,11372.21562,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,10.12355738,0,NA,0,NA,0,0,0,NA,0,0,1537979.093,0,151.6536947,0,0,NA,0,0,0,0,23.83643638,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4476","2015-0033-118-F0733",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",129,21,0.978250692,-3.009549836,"M","VIS","ECVI",50.04208333,-124.8801,"Mixed","NO","AvgCopy",1.78e-98,NA,0,0,0,0,NA,69.35457663,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,163715.5715,NA,0,0,0,NA,0,0,1160679.922,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4477","2015-0033-118-F0738",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Summer",131,32,1.423429923,-2.846663909,"M","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",6.93e-07,NA,0,0,0,0,NA,14585.50121,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,1.214236627,0,NA,0,NA,0,0,0,NA,0,0,223162.0176,0,0,0,0,NA,0,0,0,0,22.97601634,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4478","2015-0033-118-F0739",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Quesnel Horsef","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",126,23,1.149783841,-2.939383799,"M","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",1.07e-14,NA,0,0,0,0,NA,56.64472622,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,3.408013694,0,NA,337246.2268,NA,0,0,0,NA,0,0,637515.1759,0,0.473004178,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4479","2015-0033-118-F0740",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Quesnel Horsef","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",123,19,1.021029445,-2.990961733,"M","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",5.69e-06,NA,0,0,0,0,NA,7.606055421,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,8.488256754,0,NA,26.82150112,NA,0,0,0,NA,0,0,22772858.57,0,817.2872644,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4480","2015-0033-118-F0741",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",115,16,1.052025972,-2.977973538,"M","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",0.018371542,NA,0,0,0,0,NA,685.2166055,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,3.17682237,0,NA,1459275.891,NA,0,0,0,NA,0,0,829642.3853,0,178.8515642,0,0,NA,0,517.3361333,0,0,0,NA,0,0,0,0,NA,5.359834783,0,0,0,0,0,0,0,0
"4481","2015-0033-118-F0742",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Baker Lake","US","US","US","US","Summer",149,30,0.906906364,-3.042437551,"M","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",3.16e-05,NA,0,0,0,0,NA,34998.31873,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,3.76513865,0,NA,0,NA,0,0,0,NA,0,3.463410428,4620.231319,1.388997668,186.2089406,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4482","2015-0033-118-F0743",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Pitt","Pitt","Lower Fraser","Lower Fraser","Fraser","Summer",136,28,1.113118258,-2.953458694,"F","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",0.000922643,NA,0,0,1.319756289,0,NA,1.121626931,2.976945457,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,91.00252742,0,NA,0,NA,0,0,0,NA,0,0,956.4267625,0,91.15959173,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4483","2015-0033-118-F0744",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Wasko Cr","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",131,32,1.423429923,-2.846663909,"M","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",2.61e-05,NA,0,0,0,0,NA,1085.133002,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,8.710850203,0,NA,202.5743393,NA,0,0,0,NA,0,0,3443363.599,0,686.6942247,0,0,NA,0,60.19051806,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4484","2015-0033-118-F0745",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",110,13,0.976709241,-3.010234703,"M","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",5.14e-07,NA,0,0,0,0,NA,2770.913449,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,18.15766924,0,NA,1104277.372,NA,0,0,0,NA,0,0,2719684.353,0,18.74495067,0,0,NA,0,122.8217123,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4485","2015-0033-118-F0746",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Little","L.Shuswap","Thompson","Thompson","Thompson","Summer",132,24,1.043492779,-2.981510552,"M","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",6.35e-06,NA,0,0,0,0,NA,113.2317507,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,2.709739726,0,NA,0,NA,0,0,0,NA,0,2.501355918,12578720.37,0,230.194343,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4486","2015-0033-118-F0747",0,"SOG","SW",2015,"29-Jun-15",180,2477,"Scotch","Scotch","Thompson","Thompson","Thompson","Summer",127,21,1.025198901,-2.989191868,"M","VIS","ECVI",49.98916667,-124.855,"Mixed","NO","AvgCopy",3051.080376,NA,0,0,0,0,NA,4989.877305,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,10.29478885,0,NA,0,NA,0,0,0,NA,0,0,203579.6025,0,13.11181284,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4487","2015-0033-118-F0750",0,"SOG","SW",2015,"30-Jun-15",181,2478,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Summer",135,21,0.853528426,-3.068782011,"F","VIN","ECVI",50.45616667,-126.0905,"Mixed","NO","AvgCopy",0.005584227,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,1.983420704,80232974.54,0,82.79258572,0,0,NA,0,2.571836974,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4488","2015-0033-118-F0751",0,"SOG","SW",2015,"30-Jun-15",181,2478,"L Adams","L.Shuswap","Thompson","Thompson","Thompson","Summer",131,18,0.800679332,-3.096541382,"M","VIN","ECVI",50.45616667,-126.0905,"Mixed","NO","AvgCopy",1647.096564,NA,0,0,0,0,NA,11.35122977,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,89233.90058,0,592.027258,0,0,NA,0,288.652618,0,0,0,NA,0,0,0,0,NA,0,0.887736765,0,0,0,0,0,0,0
"4489","2015-0033-118-F0752",0,"SOG","SW",2015,"30-Jun-15",181,2478,"Pitt","Pitt","Lower Fraser","Lower Fraser","Fraser","Summer",140,30,1.093294461,-2.961262852,"M","VIN","ECVI",50.45616667,-126.0905,"Mixed","NO","AvgCopy",15884.71171,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,2288.239444,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4490","2015-0033-118-F0753",0,"SOG","SW",2015,"30-Jun-15",181,2478,"L Adams","L.Shuswap","Thompson","Thompson","Thompson","Summer",123,17,0.913552661,-3.039266413,"M","VIN","ECVI",50.45616667,-126.0905,"Mixed","NO","AvgCopy",1e-100,NA,0,0,0,0,NA,197906.3941,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,121372.0711,0,60.39577979,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4491","2015-0033-118-F0754",0,"SOG","SW",2015,"30-Jun-15",181,2478,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",125,16,0.8192,-3.086610056,"M","VIN","ECVI",50.45616667,-126.0905,"Mixed","NO","AvgCopy",1.67e-51,NA,0,0,NA,0,NA,1760.376341,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,53.42445269,NA,0,0,0,NA,0,0,289189.6461,0,25.86373007,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4492","2015-0033-118-F0755",0,"SOG","SW",2015,"30-Jun-15",181,2478,"Middle R","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",119,16,0.949465303,-3.022520902,"F","VIN","ECVI",50.45616667,-126.0905,"Mixed","NO","AvgCopy",2.3e-74,NA,0,0,0.641122098,0,NA,903.7741379,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,54575.99289,0,95.03921867,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4493","2015-0033-118-F0756",0,"SOG","SW",2015,"30-Jun-15",181,2478,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",118,15,0.912946309,-3.039554763,"M","VIN","ECVI",50.45616667,-126.0905,"Mixed","NO","AvgCopy",1e-100,NA,0,0,0,0,NA,2693.602674,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,61.97683766,0.82342226,126.5472325,0,0,NA,0,291.7367944,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4494","2015-0033-118-F0757",0,"SOG","SW",2015,"30-Jun-15",181,2478,"Sinta","E.Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",139,25,0.93088409,-3.031104392,"F","VIN","ECVI",50.45616667,-126.0905,"Mixed","NO","AvgCopy",1e-100,NA,0,0,0,NA,NA,16.48807502,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,2817.201994,NA,0,0,0,NA,0,0,841679.2334,0,146.0391898,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4495","2015-0033-118-F0758",0,"SOG","SW",2015,"30-Jun-15",181,2478,"Scotch","Scotch","Thompson","Thompson","Thompson","Summer",128,18,0.858306885,-3.066357404,"M","VIN","ECVI",50.45616667,-126.0905,"Mixed","NO","AvgCopy",1e-100,NA,0,0,13195.38968,0,NA,2.78935674,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,80721.94757,0,52.26583179,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4497","2015-0033-118-F0760",0,"SOG","SW",2015,"30-Jun-15",181,2478,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",118,12,0.730357047,-3.136464776,"F","VIN","ECVI",50.36733333,-126.0737667,"Mixed","NO","AvgCopy",1e-100,NA,0,0,174805.4579,0,NA,16162.32307,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,2375247.44,0,15.64862247,0,0,NA,0,26.4319437,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4498","2015-0033-118-F0761",0,"SOG","SW",2015,"30-Jun-15",181,2478,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",139,27,1.005354818,-2.997680637,"M","VIN","ECVI",50.36733333,-126.0737667,"Mixed","NO","AvgCopy",0.00303241,NA,0,0,0,0,NA,167734.8827,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,368862.3413,NA,0,0,0,NA,0,0,5216.188931,0,2.585225201,0,0,NA,0,172.5971042,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4499","2015-0033-118-F0857",0,"SOG","SW",2015,"01-Jul-15",182,2479,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",137,29,1.127810923,-2.947763704,"M","VIS","ECVI",49.4216,-124.25,"Mixed","NO","AvgCopy",0.961558839,NA,0,0,0,0,NA,1791.154654,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,120427.898,NA,0,0,0,NA,0,17.01616086,4180332.088,0,13.96543439,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4500","2015-0033-118-F0858",0,"SOG","SW",2015,"01-Jul-15",182,2479,"L Adams","L.Shuswap","Thompson","Thompson","Thompson","Summer",136,25,0.993855587,-3.002676716,"M","VIS","ECVI",49.4216,-124.25,"Mixed","NO","AvgCopy",0.004028069,NA,0,0,0,0,NA,8987.312465,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,5.292705452,NA,0,0,0,NA,0,0,10690664.31,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4501","2015-0033-118-F0859",0,"SOG","SW",2015,"01-Jul-15",182,2479,"L Adams","L.Shuswap","Thompson","Thompson","Thompson","Summer",122,19,1.046343086,-2.980325891,"F","VIS","ECVI",49.4216,-124.25,"Mixed","NO","AvgCopy",126.6375758,NA,0,0,0,0,NA,35.65722177,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,2890.49678,0,37.11442319,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4502","2015-0033-118-F0860",0,"SOG","SW",2015,"01-Jul-15",182,2479,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Summer",133,25,1.062637372,-2.973614914,"M","VIS","ECVI",49.4216,-124.25,"Mixed","NO","AvgCopy",8663.803667,NA,0,0,0,0,NA,27081.63119,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,62.58220458,1730431.343,0,380.1698595,0,0,NA,0,7203.270048,0,0,0.48760362,NA,0,0,0,0,NA,435.0280189,0,0,0,0,0,0,0,0
"4503","2015-0033-118-F0861",0,"SOG","SW",2015,"01-Jul-15",182,2479,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Summer",118,18,1.095535571,-2.960373517,"M","VIS","ECVI",49.4216,-124.25,"Mixed","NO","AvgCopy",369.0384566,NA,0,0,0,0,NA,11738.63261,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,14.60527527,695945.1995,0,76.01488263,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4504","2015-0033-118-F0873",0,"SOG","SW",2015,"02-Jul-15",183,2480,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Summer",138,28,1.065419821,-2.972479228,"F","VIS","ECVI",49.34431667,-124.2247,"Mixed","NO","AvgCopy",3.177061636,NA,0,0,0,0,NA,75291.00997,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,678.276706,NA,0,0,0,NA,0,0,5164304.243,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,2.253301654,0,0,0,0,0,0,0
"4505","2015-0033-118-F0874",0,"SOG","SW",2015,"02-Jul-15",183,2480,"Sinta","E.Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",139,23,0.856413363,-3.067316565,"F","VIS","ECVI",49.34431667,-124.2247,"Mixed","NO","AvgCopy",0.03644352,NA,0,0,NA,0,NA,881.3353753,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,1.957993408,NA,0,0,0,NA,0,0,6518162.557,0,2.224306083,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,137.2074712,0,0,0,0,0,0,0
"4506","2015-0033-118-F0927",0,"SOG","SW",2015,"02-Jul-15",183,2480,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Summer",125,18,0.9216,-3.035457534,"M","VIS","ECVI",49.1795,-123.6213333,"Mixed","NO","AvgCopy",0.000208509,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,4522.646112,NA,0,0,0,NA,0,0,8320316.303,0,96.38595555,0,0,NA,0,3.370340634,0,0,0,NA,0,0,0,0,NA,0.897581685,0,0,0,0,0,0,0,0
"4507","2015-0033-118-F0928",0,"SOG","SW",2015,"02-Jul-15",183,2480,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",123,18,0.967291053,-3.014442829,"M","VIS","ECVI",49.1795,-123.6213333,"Mixed","NO","AvgCopy",9.68361468,NA,0,0,0,0,NA,19385.73929,0,0,0,0,0,0,0,NA,67.18437348,0,0,NA,NA,NA,0,0,0,NA,292.112973,NA,0,0,0,NA,0,2.79339525,11925.64384,0,2.314528904,0,0,NA,0,1451.890136,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4508","2015-0033-118-F0929",0,"SOG","SW",2015,"02-Jul-15",183,2480,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Summer",119,15,0.890123721,-3.050549625,"M","VIS","ECVI",49.1795,-123.6213333,"Mixed","NO","AvgCopy",13.76949343,NA,0,0,30611.04049,0,NA,115.391449,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,185.5121154,NA,0,0,0,NA,0,4.810784482,479355.9692,0,0,0,0,NA,0,3843.689916,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4511","2015-0033-118-F0944",0,"SOG","SW",2015,"03-Jul-15",184,2481,"Little","L.Shuswap","Thompson","Thompson","Thompson","Summer",84,4,0.674873124,-3.170777867,"M","VIS","ECVI",49.381,-123.4563333,"Mixed","NO","AvgCopy",1.01e+15,NA,0,0,0,0,NA,9.03313495,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4512","2015-0033-118-F0945",0,"SOG","SW",2015,"03-Jul-15",184,2481,"L Adams","L.Shuswap","Thompson","Thompson","Thompson","Summer",85,4,0.651333198,-3.186196786,"M","VIS","ECVI",49.381,-123.4563333,"Mixed","NO","AvgCopy",10.63519017,NA,0,0,0,0,NA,109.8126951,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,1435.833545,NA,0,0,0,NA,0,0,1483070.742,0,44.40500369,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4513","2015-0033-118-F0949",0,"SOG","SW",2015,"03-Jul-15",184,2481,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Summer",84,6,1.012309686,-2.994686608,"M","VIS","ECVI",49.42133333,-123.4448333,"Mixed","NO","AvgCopy",12.26431608,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,13463.38645,NA,0,0,0,NA,0,0,5099.617613,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"4514","2015-0033-118-F0950",0,"SOG","SW",2015,"03-Jul-15",184,2481,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",76,4,0.911211547,-3.040380786,"F","VIS","ECVI",49.42133333,-123.4448333,"Mixed","NO","AvgCopy",1.07e+11,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
